TimeStamp,PlayerForwardRadian,PlayerVelocity,PlayerRelativeDirectionRadian,RelativeDistance,Dist_from_Top,Dist_from_Bottom,Dist_from_Left,Dist_from_Right,PlayerHP,PlayerStamina
69.347,1.93679,400.0,-3.12651,773.726,895.636,304.364,1101.86,98.1412,69.7404,84.0
69.4401,1.99177,400.0,-3.08305,789.013,861.14,338.86,1115.88,84.1179,69.7404,84.0
69.5262,2.00093,230.046,-3.05999,781.938,843.571,356.429,1107.56,92.4437,69.7404,84.0
69.5669,2.04675,246.988,-3.04891,776.792,835.413,364.587,1101.68,98.322,69.7404,84.0
69.6048,2.07424,282.589,-3.03568,773.625,825.526,374.474,1097.51,102.489,69.7404,84.0
69.7075,2.08035,492.012,-2.98191,759.074,786.614,413.386,1077.64,122.362,69.7404,94.0
69.7662,2.08951,600.0,-2.9393,748.466,756.929,443.071,1061.42,138.575,69.7404,94.0
69.8385,2.09256,600.0,-2.88319,736.401,719.128,480.872,1040.17,159.828,69.7404,94.0
69.9419,2.10478,600.0,-2.80027,722.484,665.468,534.532,1009.03,190.974,69.7404,94.0
70.0144,2.13838,600.0,-2.74068,714.845,628.33,571.67,986.381,213.619,69.7404,94.0
70.0851,2.17198,600.0,-2.68167,708.71,592.724,607.276,963.285,236.715,69.7404,94.0
70.1456,2.18419,600.0,-2.63063,704.754,562.668,637.332,942.958,257.042,69.7404,94.0
70.2034,2.23001,600.0,-2.58146,701.726,534.483,665.517,922.713,277.288,69.7404,94.0
70.263,2.24833,600.0,-2.53056,699.449,506.026,693.974,901.109,298.891,69.7404,94.0
70.3334,2.26971,600.0,-2.47012,698.0,473.051,726.949,874.687,325.313,69.7404,94.0
70.3968,2.28193,600.0,-2.41564,698.181,443.822,756.178,850.369,349.631,69.7404,94.0
70.4613,2.28499,600.0,-2.36033,700.072,414.334,785.666,825.29,374.71,69.7404,94.0
70.5299,2.2972,600.0,-2.30197,703.961,383.286,816.714,798.287,401.713,69.7404,94.0
70.605,2.2972,48.4046,-2.28727,705.304,375.418,824.582,791.414,408.586,69.7404,94.0
70.7245,2.7523,238.401,-2.31179,712.727,381.459,818.541,809.326,390.674,69.7404,100.0
70.8546,-2.13506,300.0,-2.31975,749.094,358.668,841.332,838.257,361.743,69.7404,100.0
70.9366,-1.71662,300.0,-2.30813,772.005,335.82,864.18,847.252,352.748,69.7404,100.0
71.051,-1.61277,300.0,-2.28352,800.312,301.801,898.199,851.54,348.46,69.7404,100.0
71.1467,-1.56085,300.0,-2.26129,822.655,273.098,926.902,852.186,347.814,69.7404,100.0
71.2363,-1.56085,0.0,-2.25959,824.395,270.862,929.138,852.21,347.79,69.7404,100.0
71.2981,-1.56085,0.0,-2.25959,824.395,270.862,929.138,852.21,347.79,69.7404,100.0
71.369,-1.56085,0.0,-2.25959,824.395,270.862,929.138,852.21,347.79,69.7404,100.0
71.437,-1.56085,0.0,-2.25959,824.395,270.862,929.138,852.21,347.79,69.7404,100.0
71.4857,-1.56085,0.0,-2.25959,824.395,270.862,929.138,852.21,347.79,69.7404,100.0
71.5328,-1.56085,0.0,-2.25959,824.395,270.862,929.138,852.21,347.79,69.7404,100.0
71.5812,-1.56085,0.0,-2.25959,824.395,270.862,929.138,852.21,347.79,69.7404,100.0
71.6346,-1.56085,0.0,-2.25959,824.395,270.862,929.138,852.21,347.79,69.7404,100.0
71.6826,-1.56085,0.0,-2.25959,824.395,270.862,929.138,852.21,347.79,69.7404,100.0
71.7396,-1.56085,0.0,-2.25959,824.395,270.862,929.138,852.21,347.79,69.7404,100.0
71.7918,-1.56085,0.0,-2.25959,824.395,270.862,929.138,852.21,347.79,69.7404,100.0
71.8521,-1.56085,0.0,-2.25959,824.395,270.862,929.138,852.21,347.79,67.3118,100.0
71.9266,-1.56085,1245.91,-2.26859,916.78,204.817,995.183,917.281,282.719,67.3118,100.0
