TimeStamp,PlayerForwardRadian,PlayerVelocity,PlayerRelativeDirectionRadian,RelativeDistance,Dist_from_Top,Dist_from_Bottom,Dist_from_Left,Dist_from_Right,PlayerHP,PlayerStamina
166.608,2.1354,318.688,-1.19456,687.986,129.706,1070.29,591.146,608.854,59.3894,29.5
166.653,2.1354,116.739,-1.1877,693.962,125.913,1074.09,584.528,615.472,59.3894,29.5
166.701,2.1354,0.0,-1.1877,693.962,125.913,1074.09,584.528,615.472,59.3894,29.5
166.755,2.1354,0.0,-1.1877,693.962,125.913,1074.09,584.528,615.472,59.3894,29.5
166.802,2.1354,0.0,-1.1877,693.962,125.913,1074.09,584.528,615.472,59.3894,29.5
166.861,-2.06735,119.996,-1.18181,690.613,130.549,1069.45,582.016,617.984,59.3894,29.5
166.912,-2.00321,225.39,-1.17056,683.88,139.738,1060.26,577.464,622.536,59.3894,29.5
166.959,-1.9238,320.739,-1.15462,673.492,153.565,1046.43,571.662,628.338,59.3894,29.5
167.002,-1.81079,406.955,-1.13693,660.731,170.058,1029.94,566.171,633.829,59.3894,29.5
167.049,-1.72832,502.442,-1.11378,642.267,193.217,1006.78,560.513,639.487,59.3894,29.5
167.098,-1.6031,599.149,-1.08728,618.266,222.178,977.822,556.5,643.5,59.3894,29.5
167.135,-1.56339,600.0,-1.06745,599.707,244.243,955.757,554.655,645.345,59.3894,29.5
167.176,-1.56339,600.0,-1.0449,578.533,269.21,930.79,553.515,646.485,59.3894,29.5
167.22,-1.56339,600.0,-1.02065,556.618,295.082,904.918,552.923,647.077,59.3894,29.5
167.259,-1.56339,600.0,-0.997017,536.585,318.916,881.084,552.666,647.334,59.3894,29.5
167.303,-1.4834,600.0,-0.970464,514.078,345.38,854.62,553.518,646.482,59.3894,29.5
167.344,-1.4771,600.0,-0.944641,493.138,369.987,830.013,554.934,645.066,59.3894,29.5
167.387,-1.4728,600.0,-0.915988,471.372,395.695,804.305,556.86,643.14,59.3894,29.5
167.426,-1.46951,600.0,-0.888096,451.871,418.976,781.023,558.848,641.152,59.3894,29.5
167.467,-1.46714,600.0,-0.856511,431.722,443.378,756.622,561.118,638.882,59.3894,29.5
167.508,-1.46514,206.613,-0.845056,424.953,451.702,748.298,561.892,638.108,59.3894,29.5
167.562,-1.46428,0.0,-0.842702,423.595,453.38,746.62,562.048,637.952,59.3894,24.5
167.598,-1.4641,0.0,-0.842702,423.595,453.38,746.62,562.048,637.952,59.3894,24.5
