TimeStamp,PlayerForwardRadian,PlayerVelocity,PlayerRelativeDirectionRadian,RelativeDistance,Dist_from_Top,Dist_from_Bottom,Dist_from_Left,Dist_from_Right,PlayerHP,PlayerStamina
201.123,-0.939717,556.549,-1.22646,683.45,106.374,1093.63,249.232,950.768,100.0,100.0
201.173,-0.939717,600.0,-1.2379,654.899,130.76,1069.24,265.935,934.065,100.0,100.0
201.224,-0.939717,600.0,-1.25133,625.605,155.754,1044.25,283.467,916.533,100.0,100.0
201.28,-0.939717,600.0,-1.2683,593.33,183.314,1016.69,303.192,896.808,100.0,100.0
201.332,-0.939717,124.989,-1.27424,582.916,192.234,1007.77,309.6,890.4,100.0,100.0
201.391,-0.939717,0.0,-1.27424,582.916,192.234,1007.77,309.6,890.4,100.0,100.0
201.459,-0.939717,137.5,-1.27818,576.381,197.824,1002.18,313.685,886.315,100.0,100.0
201.517,-0.939717,257.761,-1.28605,563.786,208.619,991.38,321.574,878.426,100.0,100.0
201.572,-0.939717,370.736,-1.2978,546.053,223.874,976.126,332.721,867.279,100.0,100.0
201.619,-0.939717,465.826,-1.31222,525.851,241.337,958.664,345.482,854.518,100.0,100.0
201.67,-0.939717,569.734,-1.33229,500.255,263.611,936.389,361.76,838.24,100.0,100.0
201.716,-0.939717,600.0,-1.35483,474.548,286.181,913.819,378.253,821.747,100.0,100.0
201.773,-0.930554,600.0,-1.38627,443.448,313.785,886.215,398.582,801.418,100.0,100.0
201.827,-0.832816,600.0,-1.42287,415.255,338.985,861.015,418.743,781.257,100.0,100.0
201.887,-0.640393,600.0,-1.47839,386.974,364.381,835.619,444.239,755.76,100.0,100.0
201.967,-0.447971,600.0,-1.58094,358.597,391.126,808.874,483.583,716.417,100.0,100.0
202.031,-0.40521,600.0,-1.68083,342.454,409.322,790.678,517.553,682.447,100.0,100.0
202.093,-0.40521,106.701,-1.71438,338.314,414.872,785.128,528.355,671.645,100.0,95.0
202.152,-0.40521,0.0,-1.71438,338.314,414.872,785.128,528.355,671.645,100.0,95.0
202.217,-0.40521,571.733,-1.85939,330.77,432.613,767.387,574.084,625.916,100.0,95.0
202.283,-0.40521,168.294,-1.98098,324.279,452.325,747.675,609.261,590.739,100.0,95.0
202.366,-0.40521,0.0,-1.98317,322.503,454.236,745.764,609.202,590.798,100.0,95.0
202.4,-0.40521,43.4941,-1.98519,323.204,453.856,746.144,610.079,589.921,100.0,95.0
202.45,-0.40521,0.0,-1.98566,323.312,453.819,746.181,610.263,589.737,100.0,95.0
202.547,-0.40521,0.0,-1.98593,323.043,454.1,745.9,610.234,589.766,100.0,95.0
202.62,-0.40521,0.0,-1.98721,321.779,455.422,744.578,610.099,589.901,100.0,95.0
202.705,-0.40521,0.0,-1.9919,317.489,459.952,740.048,609.726,590.274,100.0,95.0
202.738,-0.40521,41.8906,-1.99224,316.628,460.781,739.219,609.471,590.529,100.0,95.0
202.811,-0.40521,0.0,-1.99251,315.924,461.46,738.54,609.263,590.737,100.0,90.0
202.867,-0.40521,0.0,-1.99251,315.924,461.46,738.54,609.263,590.737,100.0,90.0
202.896,-0.40521,360.722,-2.00643,306.421,471.903,728.097,609.253,590.747,100.0,90.0
203.007,-0.40521,0.0,-2.02476,298.786,481.181,718.819,610.974,589.026,100.0,90.0
203.039,-0.40521,113.51,-2.03429,296.624,484.375,715.625,612.56,587.44,100.0,90.0
203.127,-0.40521,0.0,-2.03553,296.536,484.618,715.382,612.849,587.151,100.0,90.0
203.191,-0.40521,62.1725,-2.03581,296.699,484.511,715.489,612.996,587.004,100.0,90.0
203.297,-0.40521,0.0,-2.03581,281.481,484.511,715.489,612.996,587.004,100.0,90.0
203.353,-0.40521,79.0341,-2.04446,268.076,487.503,712.497,614.09,585.91,100.0,90.0
203.42,-0.40521,0.0,-2.04541,254.266,487.977,712.023,614.118,585.882,100.0,90.0
203.499,-0.40521,0.0,-2.04541,238.363,487.977,712.023,614.118,585.882,100.0,90.0
203.533,-0.40521,0.0,-2.04541,231.714,487.977,712.023,614.118,585.882,100.0,90.0
203.672,-0.40521,0.0,-2.04541,203.792,487.977,712.023,614.118,585.882,100.0,90.0
203.71,-0.40521,0.0,-2.04696,196.35,487.977,712.023,614.118,585.882,100.0,90.0
203.824,-0.40521,0.0,-2.06839,174.665,487.977,712.023,614.118,585.882,100.0,90.0
203.859,-0.40521,0.0,-2.06839,167.568,487.977,712.023,614.118,585.882,100.0,90.0
203.993,-0.40521,0.0,-2.06839,140.761,487.977,712.023,614.118,585.882,100.0,90.0
204.026,-0.40521,0.0,-2.06839,134.232,487.977,712.023,614.118,585.882,100.0,90.0
204.106,-0.40521,0.0,-2.06839,118.196,487.977,712.023,614.118,585.882,100.0,90.0
204.172,-0.40521,0.0,-2.06839,118.196,487.977,712.023,614.118,585.882,100.0,90.0
204.233,-0.40521,0.0,-2.06839,118.196,487.977,712.023,614.118,585.882,100.0,90.0
204.361,-0.40521,0.0,-2.06839,118.196,487.977,712.023,614.118,585.882,100.0,90.0
204.395,-0.40521,0.0,-2.06839,118.196,487.977,712.023,614.118,585.882,99.0469,90.0
204.519,-0.40521,494.318,-1.56012,83.4244,508.42,691.58,556.81,643.19,99.0469,90.0
204.652,-0.40521,0.0,-1.67866,76.8142,515.472,684.528,565.97,634.03,98.0938,90.0
204.768,-0.40521,0.0,-1.67866,76.8142,515.472,684.528,565.97,634.03,98.0938,100.0
204.913,-0.40521,0.0,-1.68118,76.7619,515.545,684.455,566.157,633.843,97.1408,100.0
205.042,-0.40521,0.0,-1.68118,76.7619,515.545,684.455,566.157,633.843,95.9018,100.0
205.152,-0.40521,1247.62,-0.608852,157.198,501.934,698.066,428.751,771.249,93.5191,100.0
205.241,-0.40521,0.0,-0.608852,157.198,501.934,698.066,428.751,771.249,93.5191,100.0
205.316,-0.40521,0.0,-0.608852,157.198,501.934,698.066,428.751,771.249,93.5191,100.0
205.379,-0.40521,0.0,-0.608852,157.198,501.934,698.066,428.751,771.249,93.5191,100.0
205.439,-0.40521,0.0,-0.608852,157.198,501.934,698.066,428.751,771.249,93.5191,100.0
205.495,-0.40521,0.0,-0.608852,157.198,501.934,698.066,428.751,771.249,93.5191,100.0
