TimeStamp,PlayerForwardRadian,PlayerVelocity,PlayerRelativeDirectionRadian,RelativeDistance,Dist_from_Top,Dist_from_Bottom,Dist_from_Left,Dist_from_Right,PlayerHP,PlayerStamina
123.539,-1.27775,673.042,-2.21923,115.272,488.318,711.682,648.541,551.459,100.0,95.0
123.606,-1.28231,150.194,-2.32935,112.664,498.029,701.971,654.925,545.075,100.0,95.0
123.695,-1.31242,0.0,-2.3405,112.924,498.711,701.289,656.012,543.988,100.0,95.0
123.775,-1.32035,0.0,-2.34549,113.256,498.867,701.133,656.648,543.352,100.0,95.0
123.85,-1.32559,0.0,-2.34965,112.599,499.666,700.334,656.524,543.476,100.0,95.0
123.916,-1.32272,111.233,-2.37224,107.566,504.974,695.026,654.698,545.302,100.0,95.0
123.976,-1.29341,122.532,-2.38262,102.136,509.516,690.484,651.531,548.469,100.0,95.0
124.037,-1.25111,0.0,-2.38356,101.878,509.764,690.236,651.409,548.591,100.0,90.0
124.091,-1.24921,0.0,-2.38356,101.878,509.764,690.236,651.409,548.591,100.0,90.0
124.157,-1.24921,0.0,-2.38356,101.878,509.764,690.236,651.409,548.591,100.0,90.0
124.19,-1.24921,604.554,-2.57562,94.1032,529.343,670.657,656.856,543.144,100.0,90.0
124.241,-1.2366,0.0,-2.61249,91.0867,533.827,666.173,656.058,543.942,100.0,90.0
124.322,-1.20771,0.0,-2.61067,89.938,534.266,665.734,654.984,545.016,100.0,90.0
124.405,-1.19265,0.0,-2.60994,89.4729,534.445,665.555,654.55,545.45,100.0,90.0
124.467,-1.18655,0.0,-2.61175,88.6444,535.004,664.996,653.917,546.083,100.0,90.0
124.495,-1.17617,35.225,-2.61861,88.579,535.562,664.438,654.166,545.834,100.0,90.0
124.565,-1.17637,0.0,-2.61914,88.5865,535.599,664.401,654.196,545.804,100.0,85.0
124.648,-1.17655,0.0,-2.61914,88.5865,535.599,664.401,654.196,545.804,100.0,85.0
124.68,-1.17655,0.0,-2.61914,88.5865,535.599,664.401,654.196,545.804,100.0,85.0
124.757,-1.17655,0.0,-2.62803,90.1751,535.18,664.82,655.204,544.796,100.0,85.0
124.834,-1.19091,0.0,-2.63058,91.9175,534.528,665.472,656.837,543.163,100.0,85.0
124.865,-1.21401,38.862,-2.63222,92.653,534.3,665.7,657.552,542.448,100.0,85.0
124.895,-1.22387,0.0,-2.63286,92.6881,534.335,665.665,657.612,542.388,100.0,85.0
124.973,-1.22445,0.0,-2.63245,92.4556,534.415,665.585,657.39,542.61,100.0,85.0
125.024,-1.22135,79.6488,-2.63547,94.221,533.803,666.197,659.07,540.93,100.0,85.0
125.064,-1.24486,64.9022,-2.63989,96.5644,533.042,666.958,661.326,538.674,100.0,85.0
125.158,-1.27617,98.5412,-2.64651,99.7029,532.112,667.888,664.393,535.607,100.0,85.0
125.245,-1.31827,150.0,-2.66334,106.379,530.523,669.477,671.105,528.895,100.0,85.0
125.319,-1.40875,150.0,-2.68985,116.99,528.41,671.59,681.916,518.084,100.0,85.0
125.398,-1.55141,0.0,-2.68985,116.99,528.41,671.59,681.916,518.084,100.0,81.5
125.469,-1.55141,0.0,-2.68985,116.99,528.41,671.59,681.916,518.084,100.0,81.5
125.524,-1.55141,602.374,-2.783,147.326,527.776,672.224,714.617,485.383,100.0,81.5
125.587,-1.95102,0.0,-2.79217,151.264,527.695,672.305,718.785,481.215,100.0,81.5
125.638,-1.99581,112.071,-2.80289,156.157,527.595,672.405,723.947,476.053,100.0,81.5
125.69,-2.04873,0.0,-2.80289,156.157,527.595,672.405,723.947,476.053,100.0,81.5
125.736,-2.04873,0.0,-2.80289,156.157,527.595,672.405,723.947,476.053,100.0,81.5
125.783,-2.04873,96.2789,-2.8236,159.291,529.677,670.323,727.966,472.034,100.0,81.5
125.847,-2.10005,0.0,-2.8236,159.291,529.677,670.323,727.966,472.034,100.0,78.5
125.905,-2.10005,0.0,-2.8236,159.291,529.677,670.323,727.966,472.034,100.0,78.5
125.951,-2.10005,55.1468,-2.87929,152.055,540.052,659.948,723.516,476.484,100.0,78.5
125.984,-2.11819,0.0,-2.8796,152.085,540.09,659.91,723.557,476.443,100.0,78.5
126.044,-2.11819,0.0,-2.88133,152.327,540.282,659.718,723.858,476.142,100.0,78.5
126.104,-2.11819,0.0,-2.88314,152.568,540.487,659.513,724.163,475.837,100.0,78.5
126.161,-2.11819,63.0455,-2.89295,153.452,541.718,658.282,725.394,474.606,100.0,78.5
126.214,-2.15043,0.0,-2.89299,153.458,541.723,658.277,725.402,474.598,100.0,78.5
126.263,-2.15043,0.0,-2.89299,153.458,541.723,658.277,725.402,474.598,100.0,78.5
126.318,-2.15043,0.0,-2.89299,153.458,541.723,658.277,725.402,474.598,100.0,78.5
126.365,-2.15043,0.0,-2.89299,153.458,541.723,658.277,725.402,474.598,100.0,78.5
126.407,-2.15043,0.0,-2.89299,153.458,541.723,658.277,725.402,474.598,100.0,78.5
