TimeStamp,PlayerForwardRadian,PlayerVelocity,PlayerRelativeDirectionRadian,RelativeDistance,Dist_from_Top,Dist_from_Bottom,Dist_from_Left,Dist_from_Right,PlayerHP,PlayerStamina
52.0133,-0.612174,466.806,-0.262093,103.939,460.156,739.844,424.961,775.039,100.0,92.0
52.0586,-0.612174,202.799,-0.211103,91.0834,468.001,731.999,436.289,763.711,100.0,92.0
52.1017,-0.612174,312.539,-0.0541877,77.0672,482.913,717.087,448.396,751.604,100.0,92.0
52.1378,-0.612174,34.4376,-0.0249015,76.9315,485.171,714.829,448.443,751.557,100.0,92.0
52.1861,-0.612174,47.5398,-0.0224922,76.3219,485.37,714.63,449.048,750.952,100.0,92.0
52.5861,-0.612174,0.0,-0.0224922,76.3219,485.37,714.63,449.048,750.952,100.0,92.0
52.9703,-0.612174,0.0,-0.0245137,76.027,485.223,714.777,449.346,750.654,100.0,92.0
53.1013,-0.612174,0.0,-0.0245137,76.027,485.223,714.777,449.346,750.654,100.0,92.0
53.2471,-0.612174,0.0,-0.0245137,76.027,485.223,714.777,449.346,750.654,100.0,92.0
53.3294,-0.612174,0.0,-0.0245137,76.027,485.223,714.777,449.346,750.654,100.0,92.0
53.37,-0.612174,0.0,-0.0245137,76.027,485.223,714.777,449.346,750.654,100.0,92.0
53.4114,-0.612174,0.0,-0.0245137,76.027,485.223,714.777,449.346,750.654,100.0,92.0
53.4779,-0.612174,0.0,-0.0245137,76.027,485.223,714.777,449.346,750.654,100.0,87.0
53.5503,-0.612174,0.0,-0.0245137,76.027,485.223,714.777,449.346,750.654,100.0,87.0
53.5892,-0.612174,464.343,0.207858,78.1268,503.209,696.791,448.905,751.095,100.0,87.0
53.6601,-0.612174,144.068,0.48496,79.0694,523.947,676.053,455.398,744.602,100.0,87.0
53.7317,-0.612174,0.0,0.490208,79.175,524.363,675.637,455.499,744.501,99.0286,87.0
53.8301,-0.612174,0.0,0.500142,77.0197,524.021,675.979,457.764,742.236,99.0286,87.0
53.8997,-0.612174,0.0,0.500142,77.0197,524.021,675.979,457.764,742.236,99.0286,87.0
53.9678,-0.844303,0.0,0.500142,77.0197,524.021,675.979,457.764,742.236,99.0286,87.0
54.0276,-0.881942,0.0,0.500142,77.0197,524.021,675.979,457.764,742.236,99.0286,87.0
54.2161,-0.881942,0.0,0.500142,77.0197,524.021,675.979,457.764,742.236,99.0286,87.0
54.2878,-0.881942,146.689,0.517581,84.7727,529.03,670.97,451.681,748.319,99.0286,87.0
54.6878,-0.814613,150.0,0.614463,143.81,569.996,630.004,407.845,792.155,99.0286,87.0
54.7789,-0.342173,150.0,0.65537,156.015,582.171,617.829,401.658,798.342,99.0286,87.0
54.8746,-0.241128,145.532,0.69207,168.65,594.708,605.292,395.502,804.498,99.0286,87.0
54.9254,-0.142044,149.296,0.713621,175.289,601.827,598.173,392.832,807.168,99.0286,87.0
54.9947,-0.0888953,150.0,0.744127,184.054,611.752,588.248,389.945,810.055,99.0286,87.0
55.0834,-0.0174705,300.0,0.816695,203.282,635.256,564.744,386.177,813.823,99.0286,87.0
55.1385,-0.0174705,300.0,0.865124,216.341,651.76,548.24,385.043,814.957,99.0286,87.0
55.2047,-0.0174705,0.0,0.874672,219.116,655.222,544.778,384.842,815.158,97.6686,87.0
55.2555,-0.0174705,0.0,0.874672,219.116,655.222,544.778,384.842,815.158,97.6686,87.0
55.2982,-0.0174705,0.0,0.874672,219.116,655.222,544.778,384.842,815.158,97.6686,87.0
55.3451,-0.0174705,0.0,0.874672,219.116,655.222,544.778,384.842,815.158,97.6686,87.0
55.3916,-0.0174705,0.0,0.874672,219.116,655.222,544.778,384.842,815.158,95.2401,87.0
55.4388,-0.0174705,1247.06,0.736331,267.415,666.676,533.324,327.212,872.788,95.2401,97.0
55.4816,-0.0174705,14.2816,0.736331,267.415,666.676,533.324,327.212,872.788,95.2401,97.0
55.6983,-0.0174705,0.0,0.736331,267.415,666.676,533.324,327.212,872.788,95.2401,97.0
55.7898,-0.0174705,0.0,0.736331,267.415,666.676,533.324,327.212,872.788,95.2401,97.0
55.905,-0.0174705,0.0,0.736331,267.415,666.676,533.324,327.212,872.788,95.2401,97.0
55.9882,0.495656,0.0,0.736331,267.415,666.676,533.324,327.212,872.788,92.8115,97.0
56.0512,0.272889,1244.84,0.621103,337.658,683.581,516.419,250.754,949.246,92.8115,97.0
56.0963,0.253255,29.263,0.621103,337.658,683.581,516.419,250.754,949.246,91.5973,97.0
56.2015,0.253255,632.707,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,97.0
56.27,0.521678,0.0,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,97.0
56.3591,0.521678,0.0,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,97.0
56.4264,0.521678,0.0,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,100.0
56.472,0.521678,0.0,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,100.0
56.4978,0.521678,0.0,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,100.0
56.5474,0.521678,0.0,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,100.0
56.5988,0.521678,0.0,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,100.0
56.6514,0.521678,0.0,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,100.0
56.7144,0.521678,0.0,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,100.0
56.77,0.521678,0.0,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,100.0
56.8189,0.521678,0.0,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,100.0
56.8748,0.521678,0.0,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,100.0
56.9321,0.521678,0.0,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,96.5
56.9801,0.521678,0.0,0.767907,377.308,749.177,450.823,253.927,946.073,91.5973,96.5
57.0255,0.521678,701.418,0.748897,408.26,765.043,434.957,226.324,973.676,91.5973,96.5
57.0719,0.521678,199.882,0.741331,422.084,772.107,427.893,214.034,985.966,91.5973,96.5
57.1301,0.521678,305.371,0.73267,439.136,780.806,419.194,198.9,1001.1,91.5973,96.5
57.1846,0.521678,0.0,0.7322,440.102,781.298,418.702,198.044,1001.96,91.5973,96.5
57.2388,0.521678,0.0,0.7322,440.102,781.298,418.702,198.044,1001.96,91.5973,96.5
57.2927,0.521678,0.0,0.7322,440.102,781.298,418.702,198.044,1001.96,89.1687,96.5
57.3423,0.521678,1247.91,0.688418,498.414,803.737,396.263,140.449,1059.55,89.1687,96.5
57.4021,0.496556,29.2942,0.688418,498.414,803.737,396.263,140.449,1059.55,89.1687,96.5
57.4577,0.496556,83.7746,0.688418,498.414,803.737,396.263,140.449,1059.55,89.1687,96.5
57.5361,0.496556,0.0,0.688418,498.414,803.737,396.263,140.449,1059.55,86.7402,96.5
