TimeStamp,PlayerButtonSeries,RelativeDistance,Dist_from_Top,Dist_from_Bottom,Dist_from_Left,Dist_from_Right,PlayerHP,PlayerStamina
124.332,1,531.589,602.071,597.929,1081.95,118.049,100.0,100.0
124.37,1,509.31,600.969,599.031,1058.35,141.648,100.0,100.0
124.403,1,490.528,601.016,598.984,1038.67,161.329,100.0,100.0
124.443,1,467.91,600.434,599.566,1014.65,185.349,100.0,100.0
124.479,1,448.035,598.611,601.389,992.94,207.06,100.0,100.0
124.517,1,428.569,594.817,605.183,970.7,229.3,100.0,100.0
124.556,1,409.617,588.771,611.229,947.706,252.294,100.0,100.0
124.595,1,392.973,581.133,618.867,925.925,274.075,100.0,100.0
124.63,1,379.101,573.076,626.924,906.292,293.708,100.0,100.0
124.67,1,365.616,562.741,637.259,884.928,315.072,100.0,100.0
124.706,1,355.085,552.457,647.543,865.862,334.138,100.0,100.0
124.746,1,345.28,540.383,659.617,845.03,354.97,100.0,100.0
124.79,1,336.548,526.898,673.102,822.453,377.547,100.0,100.0
124.832,1,329.549,514.15,685.85,800.442,399.558,100.0,100.0
124.876,1,320.621,504.425,695.575,776.158,423.842,100.0,100.0
124.918,1,308.797,500.084,699.916,751.125,448.875,100.0,100.0
124.961,1,294.693,499.912,700.088,725.293,474.707,100.0,100.0
125.034,1,264.452,511.794,688.206,683.555,516.445,100.0,100.0
125.073,1,245.475,523.763,676.237,663.488,536.512,100.0,100.0
125.113,1,224.872,538.74,661.26,644.69,555.31,100.0,100.0
125.168,1,195.963,561.877,638.123,621.361,578.639,100.0,100.0
125.216,0,189.765,567.033,632.967,616.452,583.548,100.0,100.0
125.255,0,189.765,567.033,632.967,616.452,583.548,100.0,100.0
125.295,0,189.765,567.033,632.967,616.452,583.548,100.0,100.0
125.362,202,189.765,567.033,632.967,616.452,583.548,100.0,100.0
125.45,202,189.765,567.033,632.967,616.452,583.548,100.0,100.0
125.531,202,126.606,625.014,574.986,578.022,621.978,100.0,100.0
125.581,202,85.5964,669.194,530.806,548.163,651.837,100.0,100.0
125.631,202,84.6306,670.262,529.738,547.948,652.052,100.0,100.0
125.673,202,84.3517,670.517,529.483,548.069,651.931,100.0,100.0
125.698,202,84.2954,670.589,529.411,548.024,651.976,100.0,100.0
125.745,202,84.2818,670.782,529.218,547.424,652.576,100.0,100.0
125.798,0,84.2901,670.839,529.161,547.208,652.792,100.0,100.0
125.858,0,84.804,671.174,528.826,544.493,655.507,100.0,100.0
125.897,0,84.8308,671.169,528.831,544.425,655.575,100.0,100.0
125.972,202,86.2179,670.504,529.496,542.143,657.857,100.0,100.0
126.023,202,86.2179,670.504,529.496,542.143,657.857,100.0,100.0
126.087,202,86.2179,670.504,529.496,542.143,657.857,100.0,100.0
126.167,202,76.8581,699.876,500.124,513.535,686.465,100.0,100.0
126.245,202,97.8162,746.297,453.703,473.981,726.019,100.0,100.0
126.315,0,121.202,774.069,425.931,452.918,747.082,100.0,100.0
126.371,1,130.338,784.42,415.58,445.989,754.011,100.0,100.0
126.437,1,125.752,791.292,408.708,452.914,747.086,100.0,100.0
126.497,1,116.778,800.95,399.05,466.605,733.395,100.0,100.0
126.558,0,114.707,803.261,396.739,470.086,729.914,100.0,100.0
126.609,0,114.707,803.261,396.739,470.086,729.914,100.0,100.0
126.697,0,114.707,803.261,396.739,470.086,729.914,100.0,100.0
126.76,0,114.707,803.261,396.739,470.086,729.914,100.0,100.0
126.82,0,114.707,803.261,396.739,470.086,729.914,100.0,100.0
126.875,1,110.739,803.537,396.463,474.739,725.261,100.0,100.0
126.933,202,110.739,803.537,396.463,474.739,725.261,100.0,100.0
126.992,202,110.739,803.537,396.463,474.739,725.261,100.0,100.0
127.057,202,77.0406,792.74,407.26,507.568,692.432,100.0,100.0
127.119,202,77.7176,803.42,396.58,514.781,685.219,100.0,100.0
127.18,202,77.2421,807.856,392.144,519.934,680.066,100.0,100.0
127.24,202,76.0968,806.62,393.38,520.279,679.721,100.0,100.0
127.318,202,76.0968,806.62,393.38,520.279,679.721,100.0,100.0
127.365,202,76.0271,806.837,393.163,520.619,679.381,100.0,100.0
127.394,0,76.0271,806.861,393.139,520.645,679.355,100.0,100.0
127.441,0,76.0575,808.56,391.44,522.529,677.471,100.0,100.0
127.484,202,76.1508,809.413,390.587,523.401,676.599,100.0,100.0
127.534,202,76.9077,806.884,393.116,519.371,680.629,100.0,100.0
127.565,202,76.9077,806.884,393.116,519.371,680.629,100.0,100.0
127.657,202,76.9077,806.884,393.116,519.371,680.629,100.0,100.0
127.722,202,76.486,809.441,390.559,522.909,677.091,100.0,100.0
127.815,202,76.486,809.441,390.559,522.909,677.091,100.0,100.0
127.884,202,76.486,809.441,390.559,522.909,677.091,100.0,100.0
127.907,202,76.486,809.441,390.559,522.909,677.091,100.0,100.0
127.944,202,76.486,809.441,390.559,522.909,677.091,100.0,100.0
127.993,202,76.486,809.441,390.559,522.909,677.091,100.0,100.0
128.033,202,76.486,809.441,390.559,522.909,677.091,100.0,100.0
128.06,202,76.486,809.441,390.559,522.909,677.091,100.0,100.0
128.128,202,76.486,809.441,390.559,522.909,677.091,100.0,100.0
128.179,202,76.486,809.441,390.559,522.909,677.091,100.0,100.0
128.205,202,82.1705,818.765,381.235,525.873,674.127,100.0,100.0
128.274,202,80.6237,829.327,370.673,554.208,645.792,100.0,100.0
128.33,202,77.5397,826.905,373.095,557.754,642.246,100.0,100.0
128.386,202,77.2569,826.678,373.322,558.086,641.914,100.0,100.0
128.428,202,77.2569,826.678,373.322,558.086,641.914,100.0,100.0
128.469,202,77.2569,826.678,373.322,558.086,641.914,100.0,100.0
128.508,202,77.2569,826.678,373.322,558.086,641.914,100.0,100.0
128.548,202,77.2569,826.678,373.322,558.086,641.914,100.0,100.0
128.585,202,77.2569,826.678,373.322,558.086,641.914,100.0,100.0
128.625,202,77.2569,826.678,373.322,558.086,641.914,100.0,100.0
128.665,202,77.2569,826.678,373.322,558.086,641.914,100.0,100.0
128.705,202,77.2569,826.678,373.322,558.086,641.914,100.0,100.0
128.742,202,77.2569,826.678,373.322,558.086,641.914,100.0,100.0
128.776,0,77.2569,826.678,373.322,558.086,641.914,100.0,100.0
128.809,0,77.2569,826.678,373.322,558.086,641.914,100.0,100.0
128.845,0,92.2661,835.169,364.831,534.821,665.179,100.0,100.0
128.884,0,108.767,842.768,357.232,514.0,686.0,100.0,100.0
128.923,0,121.313,848.053,351.947,499.518,700.482,100.0,100.0
128.96,0,129.568,851.395,348.605,490.36,709.64,100.0,100.0
128.997,0,132.795,852.68,347.32,486.839,713.161,100.0,100.0
129.033,0,132.795,852.68,347.32,486.839,713.161,100.0,100.0
129.068,0,132.795,852.68,347.32,486.839,713.161,100.0,100.0
129.105,0,132.795,852.68,347.32,486.839,713.161,100.0,100.0
129.143,0,132.795,852.68,347.32,486.839,713.161,100.0,100.0
129.179,0,132.795,852.68,347.32,486.839,713.161,100.0,100.0
129.208,0,132.795,852.68,347.32,486.839,713.161,100.0,100.0
129.255,0,132.795,852.68,347.32,486.839,713.161,100.0,100.0
129.299,0,132.795,852.68,347.32,486.839,713.161,100.0,100.0
129.338,0,132.795,852.68,347.32,486.839,713.161,100.0,100.0
129.5,0,132.795,852.68,347.32,486.839,713.161,100.0,100.0
129.54,0,132.795,852.68,347.32,486.839,713.161,100.0,100.0
129.576,0,132.795,852.68,347.32,486.839,713.161,100.0,100.0
129.611,0,132.795,852.68,347.32,486.839,713.161,100.0,100.0
129.645,0,154.023,860.909,339.091,464.291,735.709,100.0,100.0
129.68,0,172.646,867.907,332.093,445.118,754.882,100.0,100.0
129.72,0,187.517,873.396,326.604,430.076,769.924,100.0,100.0
129.754,0,195.483,876.31,323.69,422.093,777.907,100.0,100.0
129.788,0,198.667,877.47,322.53,418.915,781.085,100.0,100.0
129.822,0,198.667,877.47,322.53,418.915,781.085,100.0,100.0
129.86,0,189.388,873.828,326.172,427.979,772.021,100.0,100.0
129.896,0,167.73,865.235,334.765,449.348,750.652,100.0,100.0
129.936,0,158.007,861.324,338.676,459.065,740.935,100.0,100.0
129.965,0,139.345,853.895,346.105,478.255,721.745,100.0,100.0
130.012,0,114.334,843.777,356.223,505.506,694.494,100.0,100.0
130.046,0,104.061,839.365,360.635,517.14,682.86,100.0,100.0
130.082,0,77.2712,837.282,362.718,520.37,679.63,100.0,100.0
130.115,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.157,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.194,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.231,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.271,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.305,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.35,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.387,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.426,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.465,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.5,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.538,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.578,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.613,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.652,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.692,0,77.2526,817.279,382.721,532.327,667.673,100.0,100.0
130.734,0,77.0568,817.196,382.804,532.57,667.43,100.0,100.0
130.776,0,126.727,859.901,340.099,507.204,692.796,100.0,100.0
130.814,0,125.551,858.712,341.288,507.506,692.494,100.0,100.0
130.856,0,124.955,858.108,341.892,507.659,692.341,100.0,100.0
130.907,0,124.955,858.108,341.892,507.659,692.341,100.0,100.0
130.949,0,124.955,858.108,341.892,507.659,692.341,100.0,100.0
131.012,0,124.955,858.108,341.892,507.659,692.341,100.0,100.0
131.064,0,116.467,850.57,349.43,511.594,688.406,100.0,100.0
131.09,0,108.885,842.598,357.402,513.132,686.868,100.0,100.0
131.133,0,93.9902,827.882,372.118,517.924,682.076,100.0,100.0
131.178,0,90.7323,825.059,374.941,519.572,680.428,100.0,100.0
131.222,0,80.1965,815.9,384.1,524.877,675.123,100.0,100.0
131.286,0,76.7644,812.475,387.525,526.01,673.99,100.0,100.0
131.319,0,76.8055,810.799,389.201,523.775,676.225,100.0,100.0
131.358,0,76.83,809.393,390.607,522.038,677.962,100.0,100.0
131.401,0,76.8737,807.571,392.429,519.909,680.091,100.0,100.0
131.437,0,76.8737,807.558,392.442,519.895,680.105,100.0,100.0
131.529,0,77.0409,803.984,396.016,516.019,683.981,100.0,100.0
131.571,0,77.1064,800.589,399.411,512.893,687.107,100.0,100.0
131.605,0,77.0277,800.496,399.504,512.917,687.083,100.0,100.0
131.636,0,76.4755,799.779,400.221,513.037,686.963,100.0,100.0
131.674,0,76.1664,799.553,400.447,513.252,686.748,100.0,100.0
131.716,0,76.13,799.399,400.601,513.171,686.829,100.0,100.0
131.781,0,76.0847,799.34,400.66,513.181,686.819,100.0,100.0
131.824,0,76.0884,798.695,401.305,512.65,687.35,100.0,100.0
131.862,0,76.0855,798.683,401.317,512.645,687.355,100.0,100.0
131.9,0,76.0693,798.08,401.92,512.183,687.817,100.0,100.0
131.938,0,76.0692,798.018,401.982,512.135,687.865,100.0,100.0
131.977,0,76.0702,797.7,402.3,511.884,688.116,100.0,100.0
132.015,0,76.0702,797.646,402.354,511.842,688.158,100.0,100.0
132.058,0,76.0798,796.692,403.308,511.099,688.901,100.0,100.0
132.096,0,76.0798,796.692,403.308,511.099,688.901,100.0,100.0
132.132,0,76.1038,795.124,404.876,509.919,690.081,100.0,100.0
132.172,0,76.1047,794.76,405.24,509.66,690.34,100.0,100.0
132.212,0,102.192,818.753,381.247,495.439,704.561,100.0,100.0
132.252,0,117.945,832.886,367.114,487.062,712.938,100.0,100.0
132.296,0,134.954,847.984,352.016,478.112,721.888,100.0,100.0
132.375,0,139.771,852.239,347.761,475.591,724.409,100.0,100.0
132.415,0,139.771,852.239,347.761,475.591,724.409,100.0,100.0
132.455,0,139.771,852.239,347.761,475.591,724.409,100.0,100.0
132.491,0,139.771,852.239,347.761,475.591,724.409,100.0,100.0
132.523,0,139.771,852.239,347.761,475.591,724.409,100.0,100.0
132.566,0,139.771,852.239,347.761,475.591,724.409,100.0,100.0
132.611,0,139.771,852.239,347.761,475.591,724.409,100.0,100.0
132.655,0,139.771,852.239,347.761,475.591,724.409,100.0,100.0
132.696,0,139.771,852.239,347.761,475.591,724.409,100.0,100.0
132.736,0,139.771,852.239,347.761,475.591,724.409,100.0,100.0
132.776,3,140.865,855.18,344.82,477.149,722.851,100.0,100.0
132.814,3,143.08,860.643,339.357,480.045,719.955,100.0,100.0
132.855,3,147.13,869.453,330.547,484.714,715.286,100.0,100.0
132.897,3,153.023,880.58,319.42,490.612,709.388,100.0,100.0
132.942,3,160.229,892.552,307.448,496.958,703.042,100.0,100.0
133.229,3,220.273,968.433,231.567,537.177,662.823,100.0,100.0
133.262,3,227.727,976.769,223.231,542.769,657.231,100.0,100.0
133.316,2,236.028,986.539,213.461,558.162,641.838,100.0,100.0
133.406,2,243.976,993.927,206.073,593.457,606.543,100.0,100.0
133.459,2,248.95,996.196,203.804,614.406,585.594,100.0,100.0
133.508,2,254.31,997.526,202.474,633.936,566.064,100.0,100.0
133.563,2,261.233,998.175,201.825,656.134,543.866,100.0,100.0
133.62,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
133.672,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
133.724,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
133.781,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
133.831,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
133.882,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
133.935,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
133.986,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
134.035,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
134.087,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
134.135,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
134.18,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
134.254,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
134.325,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
134.405,203,263.135,998.28,201.72,661.565,538.435,100.0,100.0
